CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Product_Diversity,Tenure,Avg_Basket_Size
12681,15,22,13787.54,626.7063636363637,267,353,11.81191222570533
12682,4,31,12279.82,396.1232258064516,209,367,10.601145038167939
12683,4,15,8476.57,565.1046666666666,177,361,14.497093023255815
12684,8,7,2283.63,326.23285714285714,61,205,18.904761904761905
12685,28,6,2863.08,477.18,117,65,9.700636942675159
12686,372,1,89.14,89.14,7,0,15.285714285714286
12688,114,1,4873.81,4873.81,171,0,17.707602339181285
12689,26,2,1247.6100000000001,623.8050000000001,57,101,8.722222222222221
12690,206,1,389.01,389.01,16,0,6.625
12691,28,6,1035.8,172.63333333333333,21,329,12.3125
12693,127,4,855.91,213.9775,35,192,6.538461538461538
12694,70,2,869.67,434.835,32,112,13.756756756756756
12695,7,4,582.1,145.525,23,203,8.148148148148149
12697,29,3,957.59,319.19666666666666,37,140,12.390243902439025
12700,8,4,4939.99,1234.9975,193,207,11.07089552238806
12701,80,2,797.71,398.855,50,162,12.79245283018868
12702,20,1,219.0,219.0,12,0,4.416666666666667
12703,71,1,283.55,283.55,21,0,7.809523809523809
12704,7,8,2340.84,292.605,64,162,11.431818181818182
12705,15,9,6868.29,763.1433333333333,228,341,11.967065868263473
12707,292,1,603.42,603.42,33,0,7.757575757575758
12708,30,10,2712.91,271.291,86,338,8.32484076433121
12709,15,15,9706.52,647.1013333333334,93,351,18.89855072463768
12710,97,3,1149.02,383.00666666666666,75,104,11.051948051948052
12712,29,13,4396.13,338.1638461538462,58,342,7.984962406015038
12713,1,1,848.55,848.55,38,0,13.368421052631579
12714,9,5,4708.86,941.7719999999999,216,285,11.849420849420849
12715,106,1,343.36,343.36,20,0,9.6
12716,4,2,1053.49,526.745,60,129,10.26086956521739
12717,151,2,1030.98,515.49,49,94,9.2
12718,71,1,238.25,238.25,19,0,10.68421052631579
12719,5,2,644.95,322.475,34,59,9.58974358974359
12720,3,25,5781.7300000000005,231.2692,211,366,13.19774011299435
12721,32,6,2656.13,442.68833333333333,133,323,12.167701863354038
12722,85,4,997.63,249.4075,50,65,10.679245283018869
12723,4,5,725.07,145.014,53,61,6.2898550724637685
12724,5,4,1031.41,257.8525,47,327,8.39622641509434
12725,371,1,427.8,427.8,24,0,6.833333333333333
12726,28,7,2609.1,372.7285714285714,57,329,25.346774193548388
12727,11,7,3980.7000000000003,568.6714285714286,109,309,15.093525179856115
12728,71,4,836.33,209.0825,38,261,9.108695652173912
12729,114,1,453.01,453.01,26,0,8.961538461538462
12731,24,12,18895.91,1574.6591666666666,109,341,30.791970802919707
12732,180,1,236.26000000000002,236.26000000000002,12,0,9.25
12733,234,1,383.95,383.95,22,0,6.2272727272727275
12734,353,1,110.39999999999999,110.39999999999999,4,0,22.0
12735,315,2,779.5699999999999,389.78499999999997,38,21,8.55813953488372
12736,333,1,234.0,234.0,4,0,43.25
12738,372,1,155.35,155.35,11,0,13.454545454545455
12739,78,2,1013.04,506.52,38,20,12.789473684210526
12740,64,1,427.6,427.6,27,0,12.666666666666666
12743,134,2,540.13,270.065,114,0,2.404580152671756
12744,52,7,21279.29,3039.8985714285714,178,266,23.60810810810811
12747,2,11,4196.01,381.4554545454546,42,366,12.37864077669903
12748,1,209,33053.19,158.14923444976077,1768,372,5.731414324569356
12749,4,5,4090.88,818.176,160,209,7.391959798994975
12750,129,1,275.88,275.88,15,0,9.133333333333333
12752,81,1,4366.78,4366.78,53,0,42.679245283018865
12753,23,6,21429.39,3571.565,132,339,57.974619289340104
12754,236,3,3010.74,1003.5799999999999,49,72,102.87301587301587
12755,281,2,3811.9500000000003,1905.9750000000001,4,85,372.75
12756,87,1,112.08,112.08,4,0,36.0
12757,16,13,7834.650000000001,602.6653846153847,237,195,6.579670329670329
12758,117,2,2791.59,1395.795,84,159,22.010309278350515
12759,52,3,1531.44,510.48,81,223,9.494736842105263
12762,8,2,1898.52,949.26,62,17,17.782608695652176
12763,138,2,494.08,247.04,16,230,17.555555555555557
12764,317,1,1693.88,1693.88,45,0,8.577777777777778
12766,4,7,6989.63,998.5185714285715,205,362,11.761290322580646
12769,239,1,1143.6,1143.6,32,0,11.125
12770,211,1,1351.45,1351.45,12,0,61.916666666666664
12772,60,1,892.47,892.47,55,0,10.10909090909091
12775,17,5,1386.04,277.20799999999997,47,294,13.287878787878787
12778,20,6,822.23,137.03833333333333,40,292,16.5
12779,38,8,3981.36,497.67,88,333,13.583892617449665
12781,64,2,826.74,413.37,25,221,26.84
12782,5,5,2330.92,466.184,81,352,10.54368932038835
12783,2,6,2225.91,370.98499999999996,76,73,7.428571428571429
12784,9,2,532.82,266.41,54,6,4.912280701754386
12785,364,1,311.95,311.95,14,0,9.357142857142858
12787,10,3,463.66,154.55333333333334,17,182,13.05
12789,65,1,91.85,91.85,4,0,1.0
12790,192,1,324.92,324.92,21,0,7.904761904761905
12791,374,1,192.60000000000002,192.60000000000002,2,0,48.5
12792,257,1,400.54,400.54,25,0,8.68
12793,335,2,545.48,272.74,21,36,12.291666666666666
12794,53,2,860.41,430.205,43,45,13.155555555555555
12795,19,1,430.48,430.48,14,0,4.857142857142857
12797,366,1,254.03,254.03,13,0,9.076923076923077
12798,10,3,6977.04,2325.68,6,160,657.0
12802,187,1,427.58,427.58,25,0,12.56
12808,37,3,483.65000000000003,161.21666666666667,27,331,6.714285714285714
12809,178,1,489.31,489.31,25,0,8.8
12811,261,3,514.85,171.61666666666667,27,23,7.419354838709677
12812,45,1,229.64000000000001,229.64000000000001,15,0,10.933333333333334
12814,102,1,125.92,125.92,2,0,24.5
12815,148,2,1063.46,531.73,38,50,8.063829787234043
12816,96,2,572.2,286.1,27,80,4.413793103448276
12817,281,1,166.04000000000002,166.04000000000002,4,0,13.25
12818,262,1,1542.08,1542.08,14,0,66.35714285714286
12820,3,4,942.34,235.585,55,323,12.23728813559322
12821,214,1,92.72,92.72,6,0,11.666666666666666
12822,71,2,948.88,474.44,41,16,11.956521739130435
12823,75,5,1759.5,351.9,1,221,46.0
12824,60,1,397.12,397.12,25,0,9.28
12826,3,7,1474.72,210.67428571428573,58,362,11.626373626373626
12827,6,3,430.15,143.38333333333333,19,38,7.88
12828,3,6,1018.71,169.785,46,127,8.821428571428571
12829,337,2,293.0,146.5,9,23,34.18181818181818
12830,38,6,6814.64,1135.7733333333333,13,134,259.1578947368421
12831,262,1,215.05,215.05,9,0,15.0
12832,32,2,383.03000000000003,191.51500000000001,27,65,7.222222222222222
12833,145,1,417.38,417.38,24,0,6.5
12834,283,1,312.38,312.38,18,0,6.111111111111111
12836,59,4,2610.36,652.59,148,252,6.103448275862069
12837,173,1,134.1,134.1,12,0,2.0
12838,34,2,671.95,335.975,115,340,2.9583333333333335
12839,3,14,5591.42,399.38714285714286,95,364,12.124203821656051
12840,144,4,2726.77,681.6925,67,82,13.371681415929203
12841,5,25,3991.58,159.6632,229,367,6.570048309178744
12842,70,2,1118.99,559.495,34,238,16.08823529411765
12843,66,8,1702.26,212.7825,69,198,7.58252427184466
12844,29,2,325.96000000000004,162.98000000000002,47,101,2.4038461538461537
12845,267,4,354.09000000000003,88.52250000000001,26,22,7.555555555555555
12847,22,1,843.64,843.64,72,0,10.392857142857142
12849,31,2,1010.29,505.145,47,237,12.4375
12851,97,1,131.81,131.81,43,0,2.25531914893617
12852,295,1,311.55,311.55,17,0,8.764705882352942
12853,135,6,1957.1000000000001,326.18333333333334,66,181,10.256410256410257
12854,79,3,1316.25,438.75,95,239,5.743119266055046
12855,373,1,38.1,38.1,3,0,10.0
12856,8,6,2170.78,361.7966666666667,155,55,3.459807073954984
12857,211,2,1106.4,553.2,37,91,7.456521739130435
12863,52,1,521.2,521.2,5,0,37.6
12864,138,1,147.12,147.12,3,0,72.0
12865,26,2,1568.23,784.115,86,97,9.736842105263158
12866,283,1,559.12,559.12,26,0,6.576923076923077
12867,26,7,4009.34,572.7628571428571,240,333,8.02247191011236
12868,186,6,1607.0600000000002,267.84333333333336,72,187,8.672897196261681
12871,84,2,380.64,190.32,8,123,18.181818181818183
12872,327,2,599.97,299.985,58,38,4.833333333333333
12873,282,1,374.0,374.0,4,0,32.0
12875,143,2,343.2300000000001,171.61500000000004,1,219,1009.5
12876,58,2,2218.02,1109.01,67,138,22.83529411764706
12877,4,12,1535.77,127.98083333333334,100,354,7.64935064935065
12878,236,2,854.99,427.495,38,29,11.638297872340425
12879,45,3,573.22,191.07333333333335,7,47,37.0
12881,276,1,298.0,298.0,7,0,3.0
12882,9,2,1463.04,731.52,12,24,18.923076923076923
12883,25,4,703.47,175.8675,39,64,4.666666666666667
12884,88,1,309.05,309.05,7,0,6.142857142857143
12885,63,3,1175.22,391.74,66,60,9.225352112676056
12886,68,2,1378.4,689.2,75,151,9.390243902439025
12888,214,2,354.12,177.06,4,41,15.2
12890,24,1,376.71999999999997,376.71999999999997,78,0,3.240506329113924
12891,186,3,331.0,110.33333333333333,2,107,316.6666666666667
12893,31,1,176.55,176.55,27,0,2.903225806451613
12895,42,2,372.8,186.4,22,44,9.545454545454545
12897,205,2,216.5,108.25,3,97,27.5
12901,9,28,17654.54,630.5192857142857,30,261,198.92241379310346
12902,265,1,138.68,138.68,10,0,6.6
12904,18,2,496.06,248.03,59,154,4.140845070422535
12906,12,5,2919.81,583.962,55,66,27.761904761904763
12908,176,2,750.0,375.0,1,136,600.0
12909,40,5,2178.67,435.73400000000004,78,213,14.065934065934066
12910,23,8,3075.04,384.38,48,218,22.56
12912,3,5,1662.3,332.46,17,37,27.916666666666668
12913,5,5,2483.63,496.726,37,363,28.38
12915,149,2,363.65,181.825,19,223,4.2272727272727275
12916,139,4,2944.95,736.2375,53,181,10.514563106796116
12917,128,1,594.0,594.0,2,0,60.0
12919,8,6,1335.19,222.53166666666667,34,161,13.46
12920,17,1,162.78,162.78,27,0,4.7407407407407405
12921,9,37,16587.09,448.29972972972973,233,364,13.230555555555556
12922,161,1,405.38,405.38,28,0,13.214285714285714
12923,64,1,172.82,172.82,28,0,2.4285714285714284
12924,88,4,933.7,233.425,22,239,16.033333333333335
12925,5,2,694.05,347.025,42,70,12.022222222222222
12928,35,5,2062.7,412.53999999999996,59,323,17.523809523809526
12929,312,1,117.85,117.85,8,0,4.625
12930,78,2,415.8,207.9,20,93,10.08
12931,22,15,42055.96,2803.730666666667,28,336,341.5121951219512
12933,24,3,607.53,202.51,102,259,4.7075471698113205
12935,2,7,2160.7,308.6714285714285,80,317,14.364341085271318
12936,17,4,1063.9,265.975,56,61,9.016129032258064
12937,15,4,1504.27,376.0675,81,252,8.391666666666667
12938,26,1,114.14,114.14,9,0,15.555555555555555
12939,64,8,11581.8,1447.725,21,270,103.74468085106383
12940,55,2,899.69,449.845,87,33,4.208333333333333
12942,131,3,675.6,225.20000000000002,68,234,2.8285714285714287
12944,36,2,604.51,302.255,29,319,9.633333333333333
12945,288,1,462.95,462.95,23,0,7.173913043478261
12947,144,6,1603.99,267.33166666666665,83,229,12.010309278350515
12948,16,7,2064.95,294.99285714285713,82,248,9.310344827586206
12949,31,8,4167.22,520.9025,166,221,11.074418604651163
12950,2,3,1843.0,614.3333333333334,13,21,60.0
12951,9,6,1064.07,177.345,53,322,7.984126984126984
12952,6,4,1387.79,346.9475,64,72,8.265822784810126
12953,10,1,329.85,329.85,17,0,4.9411764705882355
12955,1,11,4757.16,432.4690909090909,81,266,20.355555555555554
12956,306,1,108.07,108.07,19,0,1.7894736842105263
12957,10,8,4017.54,502.1925,208,329,10.710084033613445
12962,7,2,266.39,133.195,15,106,8.0625
12963,8,8,1856.63,232.07875,75,357,9.273684210526316
12965,89,1,769.8100000000001,769.8100000000001,108,0,2.611111111111111
12966,10,1,160.18,160.18,10,0,7.5
12967,358,2,1660.9,830.45,19,13,23.05263157894737
12968,112,1,135.95,135.95,5,0,14.6
12970,7,4,405.47,101.3675,116,315,2.0775193798449614
12971,4,86,11189.91,130.11523255813952,94,368,30.455737704918032
12974,198,1,144.8,144.8,8,0,3.0
12976,212,1,738.6,738.6,22,0,25.5
12977,156,1,39.239999999999995,39.239999999999995,9,0,1.3333333333333333
