CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Product_Diversity,Tenure,Avg_Basket_Size,Cluster,Segment
12393,72,4,1582.6,395.65,47,260,12.75,0,Loyal Customers
12394,64,2,1272.48,636.24,26,153,30.33333333333333,3,Potential Loyalists
12395,19,12,3018.63,251.5525,91,351,13.576923076923077,0,Loyal Customers
12397,36,2,2409.9,1204.95,110,99,10.023809523809524,3,Potential Loyalists
12398,46,1,1635.66,1635.66,85,0,16.4,3,Potential Loyalists
12399,119,4,1108.65,277.1625,47,142,19.966101694915253,3,Potential Loyalists
12401,303,1,84.3,84.3,5,0,2.2,1,Dormant Customers
12402,323,1,225.6,225.6,11,0,8.545454545454545,1,Dormant Customers
12403,50,1,427.7,427.7,5,0,19.2,3,Potential Loyalists
12405,149,1,1710.39,1710.39,54,0,15.87037037037037,3,Potential Loyalists
12406,22,2,3415.3,1707.65,92,161,17.314285714285713,3,Potential Loyalists
12407,50,5,1708.12,341.624,57,214,18.38961038961039,0,Loyal Customers
12408,33,5,2888.55,577.71,81,227,13.41904761904762,0,Loyal Customers
12409,79,3,11072.67,3690.89,91,103,50.92660550458716,3,Potential Loyalists
12410,309,2,693.33,346.665,26,0,8.115384615384615,1,Dormant Customers
12412,75,3,1226.88,408.96,43,94,13.59016393442623,3,Potential Loyalists
12413,67,3,758.1,252.7,29,270,7.526315789473684,0,Loyal Customers
12414,217,3,562.4100000000001,187.47000000000003,16,93,16.666666666666668,1,Dormant Customers
12415,24,21,124914.53,5948.310952380953,444,313,108.36694677871148,4,VIP Customers
12417,3,9,3649.1,405.4555555555555,158,354,8.083333333333334,0,Loyal Customers
12418,113,1,668.58,668.58,34,0,11.970588235294118,3,Potential Loyalists
12420,64,1,600.39,600.39,29,0,11.89655172413793,3,Potential Loyalists
12421,16,4,807.04,201.76,32,303,10.755555555555556,0,Loyal Customers
12422,96,3,803.5600000000001,267.8533333333333,39,229,9.487179487179487,3,Potential Loyalists
12423,1,8,1859.31,232.41375,97,352,10.712,0,Loyal Customers
12424,163,2,1760.96,880.48,30,0,24.666666666666668,1,Dormant Customers
12425,78,1,777.2,777.2,36,0,13.77777777777778,3,Potential Loyalists
12426,195,1,582.73,582.73,30,0,8.6,1,Dormant Customers
12427,22,3,825.8000000000001,275.2666666666667,26,349,17.193548387096776,0,Loyal Customers
12428,26,9,7956.46,884.0511111111111,258,257,12.02721088435374,0,Loyal Customers
12429,9,4,3750.4,937.6,82,356,16.051546391752577,0,Loyal Customers
12430,43,1,256.4,256.4,11,0,10.636363636363637,3,Potential Loyalists
12431,36,15,6419.95,427.9966666666666,163,338,12.376068376068377,0,Loyal Customers
12432,43,5,5059.32,1011.864,107,129,16.675925925925927,3,Potential Loyalists
12433,1,7,13375.87,1910.838571428572,219,372,26.35952380952381,0,Loyal Customers
12434,85,2,806.14,403.07,46,175,7.88,3,Potential Loyalists
12435,80,2,7829.89,3914.945,31,188,57.083333333333336,3,Potential Loyalists
12436,100,1,509.01,509.01,16,0,13.1875,3,Potential Loyalists
12437,2,18,4951.41,275.0783333333333,118,329,14.683417085427136,0,Loyal Customers
12438,14,2,2906.85,1453.425,84,125,12.040816326530612,3,Potential Loyalists
12441,367,1,173.55,173.55,11,0,11.0,1,Dormant Customers
12442,3,1,172.06,172.06,12,0,15.166666666666666,3,Potential Loyalists
12444,21,5,5005.46,1001.092,138,149,6.551136363636363,0,Loyal Customers
12445,22,1,133.4,133.4,4,0,15.5,3,Potential Loyalists
12446,58,1,1002.31,1002.31,57,0,6.157894736842105,3,Potential Loyalists
12447,243,1,476.49,476.49,26,0,7.3076923076923075,1,Dormant Customers
12448,44,1,449.45,449.45,22,0,11.045454545454543,3,Potential Loyalists
12449,22,4,4067.29,1016.8225,118,164,8.13089005235602,0,Loyal Customers
12450,156,2,197.88,98.94,7,17,16.0,1,Dormant Customers
12451,11,5,9035.52,1807.104,265,313,18.573446327683616,0,Loyal Customers
12452,17,2,430.5700000000001,215.28500000000005,21,0,8.409090909090908,3,Potential Loyalists
12453,134,1,707.09,707.09,43,0,11.0,3,Potential Loyalists
12454,56,1,3528.34,3528.34,15,0,67.06666666666666,3,Potential Loyalists
12455,73,6,2466.86,411.1433333333334,85,223,23.211111111111112,0,Loyal Customers
12456,44,3,3181.04,1060.3466666666666,105,210,13.064,0,Loyal Customers
12457,66,7,2363.23,337.6042857142857,53,172,13.596774193548388,3,Potential Loyalists
12458,71,2,947.4,473.7,35,213,13.31578947368421,3,Potential Loyalists
12461,94,2,826.88,413.44,35,60,8.2,3,Potential Loyalists
12462,19,2,1189.59,594.795,51,284,8.64516129032258,0,Loyal Customers
12463,53,4,1344.78,336.195,65,188,9.349397590361448,3,Potential Loyalists
12464,10,8,1212.05,151.50625,6,299,3.8620689655172415,0,Loyal Customers
12465,17,2,742.19,371.095,46,152,10.191489361702128,3,Potential Loyalists
12468,188,2,729.54,364.77,36,128,9.63157894736842,1,Dormant Customers
12471,2,30,19788.65,659.6216666666667,150,362,17.864923747276688,0,Loyal Customers
12472,32,7,6572.11,938.8728571428572,219,336,12.23598820058997,0,Loyal Customers
12473,29,5,3928.05,785.61,140,162,14.455089820359282,0,Loyal Customers
12474,17,18,7324.09,406.8938888888889,253,312,11.45260663507109,0,Loyal Customers
12475,54,1,723.38,723.38,36,0,14.86111111111111,3,Potential Loyalists
12476,16,11,6816.42,619.6745454545454,177,345,10.334763948497852,0,Loyal Customers
12477,23,6,13219.74,2203.29,191,278,12.176666666666666,0,Loyal Customers
12478,4,1,680.99,680.99,36,0,6.555555555555555,3,Potential Loyalists
12479,11,1,527.2,527.2,31,0,12.419354838709678,3,Potential Loyalists
12480,28,4,3281.63,820.4075,129,307,11.084415584415584,0,Loyal Customers
12481,23,10,5579.82,557.982,150,342,15.25,0,Loyal Customers
12483,17,8,2484.98,310.6225,46,322,14.8,0,Loyal Customers
12484,33,6,4527.32,754.5533333333333,256,303,6.376093294460642,0,Loyal Customers
12488,10,3,1298.66,432.8866666666667,46,65,9.61818181818182,3,Potential Loyalists
12489,336,1,334.93,334.93,15,0,7.0,1,Dormant Customers
12490,5,10,5417.93,541.793,131,324,12.506122448979593,0,Loyal Customers
12491,39,1,460.4,460.4,25,0,10.0,3,Potential Loyalists
12492,63,2,263.21000000000004,131.60500000000002,19,42,9.6,3,Potential Loyalists
12493,166,2,433.74,216.87,20,31,9.409090909090908,1,Dormant Customers
12494,16,7,1246.1,178.0142857142857,63,349,9.181818181818182,0,Loyal Customers
12497,82,1,1043.1,1043.1,14,0,88.28571428571429,3,Potential Loyalists
12498,21,3,403.7000000000001,134.5666666666667,21,36,6.913043478260869,3,Potential Loyalists
12500,23,11,4257.82,387.07454545454544,34,310,43.90163934426229,0,Loyal Customers
12501,337,1,2169.39,2169.39,149,0,11.966442953020136,1,Dormant Customers
12502,96,5,3723.87,744.774,102,214,5.578231292517007,0,Loyal Customers
12504,18,2,482.05,241.025,6,12,10.0,3,Potential Loyalists
12506,233,1,73.5,73.5,23,0,1.0,1,Dormant Customers
12507,134,3,1304.81,434.93666666666667,19,164,42.57142857142857,3,Potential Loyalists
12508,26,2,397.88,198.94,57,2,3.985294117647059,3,Potential Loyalists
12509,284,1,176.5,176.5,7,0,7.857142857142857,1,Dormant Customers
12510,143,2,982.57,491.285,29,182,10.696969696969695,3,Potential Loyalists
12512,66,2,132.18,66.09,31,0,3.096774193548387,3,Potential Loyalists
12513,113,1,612.29,612.29,35,0,13.2,3,Potential Loyalists
12514,267,1,1017.68,1017.68,51,0,8.627450980392156,1,Dormant Customers
12515,353,1,383.7,383.7,16,0,8.1875,1,Dormant Customers
12516,78,2,1312.06,656.03,20,102,33.65384615384615,3,Potential Loyalists
12517,28,5,2481.6,496.32,232,161,4.878136200716846,0,Loyal Customers
12518,1,5,2056.89,411.378,84,109,10.629032258064516,3,Potential Loyalists
12519,64,1,330.84000000000003,330.84000000000003,17,0,10.294117647058824,3,Potential Loyalists
12520,79,5,2634.26,526.8520000000001,121,194,9.467105263157896,0,Loyal Customers
12521,143,1,599.68,599.68,38,0,8.131578947368421,3,Potential Loyalists
12522,39,2,192.72,96.36,11,12,16.166666666666668,3,Potential Loyalists
12523,19,11,1789.77,162.70636363636365,84,312,8.160377358490566,0,Loyal Customers
12524,9,8,4485.72,560.715,113,324,25.6875,0,Loyal Customers
12526,1,3,1316.66,438.8866666666667,64,93,8.901408450704226,3,Potential Loyalists
12527,82,3,348.71000000000004,116.23666666666668,18,243,13.0,3,Potential Loyalists
12528,9,6,1933.48,322.24666666666667,50,303,8.217391304347826,0,Loyal Customers
12530,60,4,1662.28,415.57,51,277,13.833333333333334,0,Loyal Customers
12531,15,1,125.22,125.22,17,0,2.647058823529412,3,Potential Loyalists
12532,30,1,349.83000000000004,349.83000000000004,16,0,9.5625,3,Potential Loyalists
12534,131,1,1089.18,1089.18,63,0,10.333333333333334,3,Potential Loyalists
12535,92,2,716.35,358.175,28,94,6.441176470588236,3,Potential Loyalists
12536,43,3,12601.830000000002,4200.610000000001,260,15,10.739463601532568,0,Loyal Customers
12538,29,1,363.95,363.95,21,0,9.095238095238097,3,Potential Loyalists
12539,22,4,5568.35,1392.0875,157,311,7.571428571428571,0,Loyal Customers
12540,20,17,13400.24,788.2494117647059,277,342,13.985355648535563,0,Loyal Customers
12541,30,3,981.18,327.06,46,251,13.076923076923077,0,Loyal Customers
12544,36,1,372.7,372.7,19,0,7.157894736842105,3,Potential Loyalists
12545,75,2,1000.39,500.195,42,184,10.46,3,Potential Loyalists
12546,47,2,1161.5,580.75,59,31,9.173913043478262,3,Potential Loyalists
12547,198,2,207.8,103.9,7,82,16.75,1,Dormant Customers
12548,166,1,95.2,95.2,5,0,9.8,1,Dormant Customers
12550,79,1,964.83,964.83,57,0,9.982456140350877,3,Potential Loyalists
12551,358,1,168.0,168.0,10,0,10.0,1,Dormant Customers
12552,39,2,437.82,218.91,20,0,4.4,3,Potential Loyalists
12553,8,10,3692.28,369.228,95,321,10.287958115183246,0,Loyal Customers
12556,50,2,599.56,299.78,100,100,2.9831932773109244,3,Potential Loyalists
12557,16,5,11990.96,2398.192,15,355,132.84848484848484,0,Loyal Customers
12558,8,1,269.96,269.96,11,0,17.818181818181817,3,Potential Loyalists
12559,311,2,561.71,280.855,21,8,13.476190476190476,1,Dormant Customers
12560,5,3,2134.01,711.3366666666667,91,137,10.571428571428571,3,Potential Loyalists
12561,303,1,238.85,238.85,16,0,11.0625,1,Dormant Customers
12562,8,7,3781.74,540.2485714285715,99,190,10.589285714285714,0,Loyal Customers
12564,261,1,456.9,456.9,21,0,6.333333333333333,1,Dormant Customers
12565,289,1,145.92000000000002,145.92000000000002,9,0,8.88888888888889,1,Dormant Customers
12566,86,1,351.65,351.65,19,0,13.947368421052632,3,Potential Loyalists
12567,23,10,9401.28,940.128,323,346,9.652466367713004,0,Loyal Customers
12569,2,32,4124.6900000000005,128.89656250000002,92,250,9.579787234042554,0,Loyal Customers
12571,40,2,519.61,259.805,31,81,15.382352941176473,3,Potential Loyalists
12572,9,2,1020.42,510.21,53,43,7.533333333333333,3,Potential Loyalists
12573,227,1,160.54000000000002,160.54000000000002,26,0,3.0,1,Dormant Customers
12574,316,1,218.45,218.45,11,0,5.545454545454546,1,Dormant Customers
12576,36,5,1315.83,263.166,72,268,10.988636363636363,0,Loyal Customers
12577,35,3,626.6,208.86666666666667,137,323,3.212328767123288,0,Loyal Customers
12578,21,2,2794.51,1397.255,111,308,10.491228070175438,0,Loyal Customers
12579,78,1,440.42,440.42,29,0,9.827586206896552,3,Potential Loyalists
12580,247,1,415.7,415.7,24,0,9.916666666666666,1,Dormant Customers
12581,40,1,197.71,197.71,15,0,10.733333333333333,3,Potential Loyalists
12582,239,2,511.36,255.68,21,49,13.636363636363637,1,Dormant Customers
12583,3,15,7281.38,485.42533333333336,115,370,20.48582995951417,0,Loyal Customers
12584,4,9,2338.15,259.7944444444445,44,276,4.333333333333333,0,Loyal Customers
12585,234,2,2040.1,1020.05,77,117,14.701149425287356,1,Dormant Customers
12586,17,1,196.94000000000003,196.94000000000003,11,0,7.181818181818182,3,Potential Loyalists
12587,8,1,144.0,144.0,4,0,12.75,3,Potential Loyalists
12588,39,1,214.9,214.9,10,0,5.3,3,Potential Loyalists
12589,29,2,646.68,323.34,29,115,8.742857142857142,3,Potential Loyalists
12590,211,2,9864.26,4932.13,68,0,62.98529411764706,1,Dormant Customers
12591,317,1,452.85,452.85,26,0,8.76923076923077,1,Dormant Customers
12592,92,2,437.6,218.8,11,121,16.11111111111111,3,Potential Loyalists
12593,109,3,418.1,139.36666666666667,14,110,9.80952380952381,3,Potential Loyalists
12594,38,10,3338.2200000000003,333.822,50,285,15.059322033898304,0,Loyal Customers
12596,51,2,618.27,309.135,25,190,17.555555555555557,3,Potential Loyalists
12597,19,4,3811.22,952.805,184,248,10.854368932038836,0,Loyal Customers
12598,10,8,3023.08,377.885,84,275,14.87878787878788,0,Loyal Customers
12599,29,7,1032.58,147.51142857142855,32,275,15.419354838709678,0,Loyal Customers
12600,29,10,2599.04,259.904,32,342,12.09375,0,Loyal Customers
12601,190,5,577.0600000000001,115.412,21,142,8.75,1,Dormant Customers
12602,59,1,153.12,153.12,12,0,13.5,3,Potential Loyalists
12603,22,1,739.1999999999999,739.1999999999999,2,0,31.5,3,Potential Loyalists
12604,79,2,254.18,127.09,15,182,12.5625,3,Potential Loyalists
12607,60,1,1579.51,1579.51,101,0,12.15841584158416,3,Potential Loyalists
12609,78,3,1126.85,375.6166666666666,57,240,10.8,0,Loyal Customers
12610,23,5,2099.54,419.908,85,103,9.89622641509434,3,Potential Loyalists
12611,52,1,1193.32,1193.32,65,0,13.015384615384615,3,Potential Loyalists
12612,74,1,704.04,704.04,19,0,13.789473684210526,3,Potential Loyalists
12613,57,5,3344.38,668.876,124,204,10.745098039215684,0,Loyal Customers
12614,278,1,315.6,315.6,20,0,3.8,1,Dormant Customers
12615,2,4,2291.19,572.7975,82,166,13.104761904761904,3,Potential Loyalists
12616,95,2,713.3,356.65,25,202,8.875,3,Potential Loyalists
12617,29,1,352.98,352.98,39,0,5.121951219512195,3,Potential Loyalists
12618,22,1,177.31,177.31,11,0,8.727272727272727,3,Potential Loyalists
12619,16,9,3641.24,404.5822222222222,50,237,37.53333333333333,0,Loyal Customers
12620,15,3,1339.41,446.47,89,189,12.83695652173913,0,Loyal Customers
12621,2,20,13689.67,684.4835,261,364,15.931477516059957,0,Loyal Customers
12622,232,1,180.1,180.1,11,0,6.2727272727272725,1,Dormant Customers
12623,276,1,305.1,305.1,18,0,10.61111111111111,1,Dormant Customers
12624,106,2,641.13,320.565,36,71,9.342105263157896,3,Potential Loyalists
12625,212,2,2683.82,1341.91,73,107,18.74418604651163,1,Dormant Customers
12626,23,9,6620.4800000000005,735.6088888888889,232,303,11.744897959183673,0,Loyal Customers
12627,11,7,4478.53,639.79,162,129,11.965217391304348,0,Loyal Customers
12628,4,3,786.46,262.15333333333336,34,60,10.926829268292684,3,Potential Loyalists
12630,10,2,1270.88,635.44,60,34,8.5625,3,Potential Loyalists
12631,57,1,640.5,640.5,31,0,7.612903225806452,3,Potential Loyalists
12633,59,4,2163.98,540.995,73,229,11.504950495049505,0,Loyal Customers
12635,90,2,1689.18,844.59,96,65,11.603960396039604,3,Potential Loyalists
12637,67,8,6002.9,750.3625,205,256,7.837696335078534,0,Loyal Customers
12638,33,1,671.69,671.69,39,0,14.794871794871796,3,Potential Loyalists
12639,239,1,486.1,486.1,22,0,9.136363636363637,1,Dormant Customers
12640,24,3,1174.58,391.5266666666666,47,57,5.867924528301887,3,Potential Loyalists
12641,115,1,185.9,185.9,10,0,7.2,3,Potential Loyalists
12642,25,3,1013.26,337.75333333333333,39,82,11.74468085106383,3,Potential Loyalists
12643,128,6,3344.64,557.4399999999999,11,204,75.33333333333333,3,Potential Loyalists
12644,130,1,477.91,477.91,31,0,10.483870967741936,3,Potential Loyalists
12645,34,4,1775.18,443.795,58,282,14.849315068493151,0,Loyal Customers
12646,5,2,1346.97,673.485,43,44,19.933333333333334,3,Potential Loyalists
12647,22,12,3722.82,310.235,78,346,11.826446280991735,0,Loyal Customers
12648,155,1,318.05,318.05,21,0,7.619047619047619,1,Dormant Customers
12649,107,3,623.51,207.83666666666667,28,105,18.90322580645161,3,Potential Loyalists
12650,3,1,314.44,314.44,20,0,12.7,3,Potential Loyalists
12651,335,1,114.0,114.0,9,0,8.666666666666666,1,Dormant Customers
12652,331,1,919.98,919.98,48,0,10.520833333333334,1,Dormant Customers
12653,149,2,2209.85,1104.925,37,147,21.37209302325581,3,Potential Loyalists
12654,11,5,601.98,120.396,31,284,6.947368421052632,0,Loyal Customers
12656,17,5,4051.17,810.234,89,216,13.674603174603174,0,Loyal Customers
12657,11,4,1643.18,410.795,35,67,22.21276595744681,3,Potential Loyalists
12658,19,1,686.05,686.05,36,0,8.88888888888889,3,Potential Loyalists
12659,30,1,91.68,91.68,5,0,21.0,3,Potential Loyalists
12660,11,1,245.1,245.1,13,0,9.76923076923077,3,Potential Loyalists
12662,1,11,3849.78,349.98,129,372,8.947826086956521,0,Loyal Customers
12664,8,9,4881.88,542.4311111111111,10,314,32.51351351351352,0,Loyal Customers
12665,325,1,63.0,63.0,3,0,12.333333333333334,1,Dormant Customers
12667,58,1,620.13,620.13,33,0,11.969696969696969,3,Potential Loyalists
12668,12,4,3807.15,951.7875,115,343,10.149068322981366,0,Loyal Customers
12669,151,3,2744.03,914.6766666666666,98,105,11.03960396039604,3,Potential Loyalists
12670,10,5,2996.05,599.21,58,222,15.184782608695652,0,Loyal Customers
12672,330,1,225.9,225.9,10,0,7.8,1,Dormant Customers
12673,5,2,610.52,305.26,42,321,8.357142857142858,0,Loyal Customers
12674,39,4,1970.6,492.65,52,169,13.650602409638552,3,Potential Loyalists
12676,25,6,1331.39,221.8983333333333,33,286,14.88888888888889,0,Loyal Customers
12678,42,12,17628.46,1469.0383333333332,105,311,66.2,0,Loyal Customers
12679,59,4,1113.02,278.255,43,225,11.541666666666666,0,Loyal Customers
12680,1,4,862.81,215.7025,33,112,8.51923076923077,3,Potential Loyalists
12681,15,22,13787.54,626.7063636363637,267,353,11.81191222570533,0,Loyal Customers
12682,4,31,12279.82,396.1232258064516,209,367,10.60114503816794,0,Loyal Customers
12683,4,15,8476.57,565.1046666666666,177,361,14.497093023255816,0,Loyal Customers
12684,8,7,2283.63,326.23285714285714,61,205,18.904761904761905,0,Loyal Customers
12685,28,6,2863.08,477.18,117,65,9.70063694267516,3,Potential Loyalists
12686,372,1,89.14,89.14,7,0,15.285714285714286,1,Dormant Customers
12688,114,1,4873.81,4873.81,171,0,17.707602339181285,3,Potential Loyalists
12689,26,2,1247.61,623.8050000000001,57,101,8.722222222222221,3,Potential Loyalists
12690,206,1,389.01,389.01,16,0,6.625,1,Dormant Customers
12691,28,6,1035.8,172.63333333333333,21,329,12.3125,0,Loyal Customers
12693,127,4,855.91,213.9775,35,192,6.538461538461538,3,Potential Loyalists
12694,70,2,869.67,434.835,32,112,13.756756756756756,3,Potential Loyalists
12695,7,4,582.1,145.525,23,203,8.148148148148149,3,Potential Loyalists
12697,29,3,957.59,319.19666666666666,37,140,12.390243902439025,3,Potential Loyalists
12700,8,4,4939.99,1234.9975,193,207,11.07089552238806,0,Loyal Customers
12701,80,2,797.71,398.855,50,162,12.79245283018868,3,Potential Loyalists
12702,20,1,219.0,219.0,12,0,4.416666666666667,3,Potential Loyalists
12703,71,1,283.55,283.55,21,0,7.809523809523809,3,Potential Loyalists
12704,7,8,2340.84,292.605,64,162,11.431818181818182,0,Loyal Customers
12705,15,9,6868.29,763.1433333333333,228,341,11.967065868263472,0,Loyal Customers
12707,292,1,603.42,603.42,33,0,7.757575757575758,1,Dormant Customers
12708,30,10,2712.91,271.291,86,338,8.32484076433121,0,Loyal Customers
12709,15,15,9706.52,647.1013333333334,93,351,18.89855072463768,0,Loyal Customers
12710,97,3,1149.02,383.00666666666666,75,104,11.051948051948052,3,Potential Loyalists
12712,29,13,4396.13,338.1638461538462,58,342,7.984962406015038,0,Loyal Customers
12713,1,1,848.55,848.55,38,0,13.36842105263158,3,Potential Loyalists
12714,9,5,4708.86,941.772,216,285,11.849420849420849,0,Loyal Customers
12715,106,1,343.36,343.36,20,0,9.6,3,Potential Loyalists
12716,4,2,1053.49,526.745,60,129,10.26086956521739,3,Potential Loyalists
12717,151,2,1030.98,515.49,49,94,9.2,3,Potential Loyalists
12718,71,1,238.25,238.25,19,0,10.68421052631579,3,Potential Loyalists
12719,5,2,644.95,322.475,34,59,9.58974358974359,3,Potential Loyalists
12720,3,25,5781.7300000000005,231.2692,211,366,13.19774011299435,0,Loyal Customers
12721,32,6,2656.13,442.6883333333333,133,323,12.167701863354038,0,Loyal Customers
12722,85,4,997.63,249.4075,50,65,10.679245283018869,3,Potential Loyalists
12723,4,5,725.07,145.014,53,61,6.2898550724637685,3,Potential Loyalists
12724,5,4,1031.41,257.8525,47,327,8.39622641509434,0,Loyal Customers
12725,371,1,427.8,427.8,24,0,6.833333333333333,1,Dormant Customers
12726,28,7,2609.1,372.7285714285714,57,329,25.346774193548388,0,Loyal Customers
12727,11,7,3980.7,568.6714285714286,109,309,15.093525179856115,0,Loyal Customers
12728,71,4,836.33,209.0825,38,261,9.108695652173912,0,Loyal Customers
12729,114,1,453.01,453.01,26,0,8.961538461538462,3,Potential Loyalists
12731,24,12,18895.91,1574.6591666666666,109,341,30.791970802919707,0,Loyal Customers
12732,180,1,236.26,236.26,12,0,9.25,1,Dormant Customers
12733,234,1,383.95,383.95,22,0,6.227272727272728,1,Dormant Customers
12734,353,1,110.4,110.4,4,0,22.0,1,Dormant Customers
12735,315,2,779.5699999999999,389.785,38,21,8.55813953488372,1,Dormant Customers
12736,333,1,234.0,234.0,4,0,43.25,1,Dormant Customers
12738,372,1,155.35,155.35,11,0,13.454545454545457,1,Dormant Customers
12739,78,2,1013.04,506.52,38,20,12.789473684210526,3,Potential Loyalists
12740,64,1,427.6,427.6,27,0,12.666666666666666,3,Potential Loyalists
12743,134,2,540.13,270.065,114,0,2.404580152671756,3,Potential Loyalists
12744,52,7,21279.29,3039.898571428572,178,266,23.60810810810811,0,Loyal Customers
12747,2,11,4196.01,381.4554545454546,42,366,12.37864077669903,0,Loyal Customers
12748,1,209,33053.19,158.14923444976077,1768,372,5.731414324569356,4,VIP Customers
12749,4,5,4090.88,818.176,160,209,7.391959798994975,0,Loyal Customers
12750,129,1,275.88,275.88,15,0,9.133333333333333,3,Potential Loyalists
12752,81,1,4366.78,4366.78,53,0,42.67924528301887,3,Potential Loyalists
12753,23,6,21429.39,3571.565,132,339,57.9746192893401,0,Loyal Customers
12754,236,3,3010.74,1003.58,49,72,102.87301587301587,1,Dormant Customers
12755,281,2,3811.95,1905.975,4,85,372.75,1,Dormant Customers
12756,87,1,112.08,112.08,4,0,36.0,3,Potential Loyalists
12757,16,13,7834.650000000001,602.6653846153847,237,195,6.579670329670329,0,Loyal Customers
12758,117,2,2791.59,1395.795,84,159,22.010309278350515,3,Potential Loyalists
12759,52,3,1531.44,510.48,81,223,9.494736842105263,0,Loyal Customers
12762,8,2,1898.52,949.26,62,17,17.782608695652176,3,Potential Loyalists
12763,138,2,494.08,247.04,16,230,17.555555555555557,3,Potential Loyalists
12764,317,1,1693.88,1693.88,45,0,8.577777777777778,1,Dormant Customers
12766,4,7,6989.63,998.5185714285716,205,362,11.761290322580646,0,Loyal Customers
12769,239,1,1143.6,1143.6,32,0,11.125,1,Dormant Customers
12770,211,1,1351.45,1351.45,12,0,61.91666666666666,1,Dormant Customers
12772,60,1,892.47,892.47,55,0,10.10909090909091,3,Potential Loyalists
12775,17,5,1386.04,277.208,47,294,13.287878787878787,0,Loyal Customers
12778,20,6,822.23,137.03833333333333,40,292,16.5,0,Loyal Customers
12779,38,8,3981.36,497.67,88,333,13.583892617449663,0,Loyal Customers
12781,64,2,826.74,413.37,25,221,26.84,3,Potential Loyalists
12782,5,5,2330.92,466.184,81,352,10.54368932038835,0,Loyal Customers
12783,2,6,2225.91,370.985,76,73,7.428571428571429,3,Potential Loyalists
12784,9,2,532.82,266.41,54,6,4.912280701754386,3,Potential Loyalists
12785,364,1,311.95,311.95,14,0,9.357142857142858,1,Dormant Customers
12787,10,3,463.66,154.55333333333334,17,182,13.05,3,Potential Loyalists
12789,65,1,91.85,91.85,4,0,1.0,3,Potential Loyalists
12790,192,1,324.92,324.92,21,0,7.904761904761905,1,Dormant Customers
12791,374,1,192.6,192.6,2,0,48.5,1,Dormant Customers
12792,257,1,400.54,400.54,25,0,8.68,1,Dormant Customers
12793,335,2,545.48,272.74,21,36,12.291666666666666,1,Dormant Customers
12794,53,2,860.41,430.205,43,45,13.155555555555557,3,Potential Loyalists
